00000000001TTRTDP4231101KTSG100501900120000000019          KR103503GE6200000000001000000.85800000009942.0000010000004020251111130905623101            3000100000000009942.00000000.85800030     004000      00801001711515324F5AAE501E1 0501012P-00000000000190000000000011501012   G1KR103503GE62XX0001220251112000000000001                                                                                   
00000000002TTRTDP4231101KTSG100501900120000000020          KR103501GF9700000000004000002.58100000009980.0000010000004020251111133719942101            3000100000000009980.00000002.58100030     004000      00801001711515324F5AAE501E1 0501012P-00000000000200000000000011501012   G1KR103501GF97XX0001220251112000000000001                                                                                   
00000000003TTRTDP4231101KTSG100501900120000000021          KR103501GF9700000000005000002.58100000009980.0000010000004020251111133723878101            3000100000000009980.00000002.58100030     004000      00801001711515324F5AAE501E1 0501012P-00000000000210000000000011501012   G1KR103501GF97XX0001220251112000000000001                                                                                   
00000000004TTRTDP4231101KTSG100501900120000000022          KR103501GF9700000000006000002.58100000009980.0000010000004020251111133728440101            3000100000000009980.00000002.58100030     004000      00801001711515324F5AAE501E1 0501012P-00000000000220000000000011501012   G1KR103501GF97XX0001220251112000000000001                                                                                   
00000000005TTRTDP4231101KTSG100501900120000000023          KR103501GF9700000000007000002.58100000009980.0000010000004020251111133819667101            3000100000000009980.00000002.58100030     004000      00801001711515324F5AAE501E1 0501012P-00000000000230000000000011501012   G1KR103501GF97XX0001220251112000000000001                                                                                   
00000000006TTRTDP4231101KTSG100501900120000000024          KR103501GF9700000000008000002.58100000009980.0000010000004020251111134039643101            3000100000000009980.00000002.58100030     004000      00801001711515324F5AAE501E1 0501012P-00000000000240000000000011501012   G1KR103501GF97XX0001220251112000000000001                                                                                   
00000000007TTRTDP4231101KTSG100501900120000000046          KR103503GE6200000000002000000.84000000009957.00000100000040202511111430598982              3000100000000009957.00000000.84000030     004000      00801001711515324F5AAE501E1 0501012P-00000000000460000000000011501012   G1KR103503GE62XX0001220251112000000000002                                                                                   
00000000008TTRTDP4231101KTSG100501900120000000047          KR103503GE6200000000003000000.84000000009957.0000010000004020251111143138842101            3000100000000009957.00000000.84000030     004000      00801001711515324F5AAE501E1 0501012P-00000000000470000000000011501012   G1KR103503GE62XX0001220251112000000000001                                                                                   
00000000009TTRTDP4231101KTSG100501900120000000055          KR103501GF6300000000023000002.63200000010000.5000010000004020251111145512673101            3000300000000009998.00000002.63200030     004000      00801001711515324F5AAE501E1 0501012P-00000000000550000000000011501012   G1KR103501GF63XX0001220251112000000000001                                                                                   
00000000010TTRTDP4231101KTSG100501900120000000055          KR103501GF6300000000024000002.63800000009999.0000010000004020251111145512673101            3000300000000009998.00000002.63800030     004000      00801001711515324F5AAE501E1 0501012P-00000000000550000000000011501012   G1KR103501GF63XX0001220251112000000000001                                                                                   
00000000011TTRTDP4231101KTSG100501900120000000055          KR103501GF6300000000025000002.64200000009998.0000010000004020251111145512673101            3000300000000009998.00000002.64200030     004000      00801001711515324F5AAE501E1 0501012P-00000000000550000000000011501012   G1KR103501GF63XX0001220251112000000000001                                                                                   
00000000012TCHEDP9900001010000000001200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000020251111163500810                                                                                                                                                                                                                                                       
