00000000001TTRTDP4231101KTSG100501900120000000001          KR103503GF9500000000009000000.84200000010831.0000010000004020251202132343437101            3000100000000010831.00000000.84200030     004000      00801001711515324F5AAE501E1 0501012P-00000000000010000000000011501012   G1KR103503GF95XX0001220251203000000000001                                                                                   
00000000002TTRTDP4231101KTSG100501900120000000003          KR103503GF9500000000012000000.83900000010832.50000100000040202512021501045592              3000500000000010833.00000000.83900030     004000      00801001711515324F5AAE501E1 0501012P-00000000000030000000000011501012   G1KR103503GF95XX0001220251203000000000002                                                                                   
00000000003TTRTDP4231101KTSG100501900120000000003          KR103503GF9500000000013000000.83800000010833.0000010000004020251202150104559201            3000500000000010833.00000000.83800030     004000      00801001711515324F5AAE501E1 0501012P-00000000000030000000000011501012   G1KR103503GF95XX0001220251203000000000002                                                                                   
00000000004TTRTDP4231101KTSG100501900120000000003          KR103503GF9500000000014000000.83800000010833.00000100000040202512021501045592              3000500000000010833.00000000.83800030     004000      00801001711515324F5AAE501E1 0501012P-00000000000030000000000011501012   G1KR103503GF95XX0001220251203000000000002                                                                                   
00000000005TTRTDP4231101KTSG100501900120000000003          KR103503GF9500000000015000000.83800000010833.00000100000040202512021501045592              3000500000000010833.00000000.83800030     004000      00801001711515324F5AAE501E1 0501012P-00000000000030000000000011501012   G1KR103503GF95XX0001220251203000000000002                                                                                   
00000000006TTRTDP4231101KTSG100501900120000000003          KR103503GF9500000000016000000.83800000010833.00000100000040202512021501045592              3000500000000010833.00000000.83800030     004000      00801001711515324F5AAE501E1 0501012P-00000000000030000000000011501012   G1KR103503GF95XX0001220251203000000000002                                                                                   
00000000007TTRTDP4231101KTSG100501900120000000005          KR103503GF9500000000017000000.83700000010833.50000100000040202512021502520312              3000800000000010835.00000000.83700030     004000      00801001711515324F5AAE501E1 0501012P-00000000000050000000000011501012   G1KR103503GF95XX0001220251203000000000002                                                                                   
00000000008TTRTDP4231101KTSG100501900120000000005          KR103503GF9500000000018000000.83600000010834.0000030000004020251202150252031201            3000800000000010835.00000000.83600030     004000      00801001711515324F5AAE501E1 0501012P-00000000000050000000000011501012   G1KR103503GF95XX0001220251203000000000002                                                                                   
00000000009TTRTDP4231101KTSG100501900120000000005          KR103503GF9500000000019000000.83600000010834.00000300000040202512021502520312              3000800000000010835.00000000.83600030     004000      00801001711515324F5AAE501E1 0501012P-00000000000050000000000011501012   G1KR103503GF95XX0001220251203000000000002                                                                                   
00000000010TTRTDP4231101KTSG100501900120000000005          KR103503GF9500000000020000000.83400000010835.00000100000040202512021502520312              3000800000000010835.00000000.83400030     004000      00801001711515324F5AAE501E1 0501012P-00000000000050000000000011501012   G1KR103503GF95XX0001220251203000000000002                                                                                   
00000000011TTRTDP4231101KTSG100501900120000000006          KR103503GF9500000000021000000.83300000010835.5000030000004020251202150452635201            3000800000000010836.00000000.83300030     004000      00801001711515324F5AAE501E1 0501012P-00000000000060000000000011501012   G1KR103503GF95XX0001220251203000000000002                                                                                   
00000000012TTRTDP4231101KTSG100501900120000000006          KR103503GF9500000000022000000.83200000010836.00000100000040202512021504526352              3000800000000010836.00000000.83200030     004000      00801001711515324F5AAE501E1 0501012P-00000000000060000000000011501012   G1KR103503GF95XX0001220251203000000000002                                                                                   
00000000013TTRTDP4231101KTSG100501900120000000006          KR103503GF9500000000023000000.83200000010836.0000010000004020251202152843626201            3000800000000010836.00000000.83200030     004000      00801001711515324F5AAE501E1 0501012P-00000000000060000000000011501012   G1KR103503GF95XX0001220251203000000000001                                                                                   
00000000014TCHEDP9900001010000000001400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000020251202163501148                                                                                                                                                                                                                                                       
