00000000001TTRTDP4231101KTSG100501900120000000001          KR103503GE6200000000001000000.91800000009895.0000010000004020251118130241166201            1000100000000009895.00000000.91800030     16400000000000801001711515324F5AAE501E100501012P-00000000000010000000000011501012   G1KR103503GE62XX0001220251119000000000021                                                                                   
00000000002TTRTDP4231101KTSG100501900120000000002          KR103503GE6200000000002000000.91800000009895.0000010000004020251118131331984101            3000100000000009895.00000000.91800030     004000      00801001711515324F5AAE501E1 0501012P-00000000000020000000000011501012   G1KR103503GE62XX0001220251119000000000001                                                                                   
00000000003TTRTDP4231101KTSG100501900120000000003          KR103503GE6200000000003000000.91800000009895.0000010000004020251118131358586201            3000100000000009895.00000000.91800030     004000      00801001711515324F5AAE501E1 0501012P-00000000000030000000000011501012   G1KR103503GE62XX0001220251119000000000002                                                                                   
00000000004TTRTDP4231101KTSG100501900120000000001          KR103503GE6200000000004000000.89900000009910.00000100000040202511181314262841              1000100000000009910.00000000.89900030     16400000000000801001711515324F5AAE501E100501012P-00000000000010000000000011501012   G1KR103503GE62XX0001220251119000000000022                                                                                   
00000000005TTRTDP4231101KTSG100501900120000000004          KR103503GE6200000000005000000.89900000009910.0000010000004020251118131500010101            3001000000000009910.00000000.89900030     004000      00801001711515324F5AAE501E1 0501012P-00000000000040000000000011501012   G1KR103503GE62XX0001220251119000000000001                                                                                   
00000000006TTRTDP4231101KTSG100501900120000000004          KR103503GE6200000000006000000.89900000009910.0000010000004020251118131500010101            3001000000000009910.00000000.89900030     004000      00801001711515324F5AAE501E1 0501012P-00000000000040000000000011501012   G1KR103503GE62XX0001220251119000000000001                                                                                   
00000000007TTRTDP4231101KTSG100501900120000000004          KR103503GE6200000000007000000.89900000009910.0000010000004020251118131500010101            3001000000000009910.00000000.89900030     004000      00801001711515324F5AAE501E1 0501012P-00000000000040000000000011501012   G1KR103503GE62XX0001220251119000000000001                                                                                   
00000000008TTRTDP4231101KTSG100501900120000000004          KR103503GE6200000000008000000.89900000009910.0000010000004020251118131500010101            3001000000000009910.00000000.89900030     004000      00801001711515324F5AAE501E1 0501012P-00000000000040000000000011501012   G1KR103503GE62XX0001220251119000000000001                                                                                   
00000000009TTRTDP4231101KTSG100501900120000000004          KR103503GE6200000000009000000.89900000009910.0000010000004020251118131500010101            3001000000000009910.00000000.89900030     004000      00801001711515324F5AAE501E1 0501012P-00000000000040000000000011501012   G1KR103503GE62XX0001220251119000000000001                                                                                   
00000000010TTRTDP4231101KTSG100501900120000000004          KR103503GE6200000000010000000.89900000009910.0000010000004020251118131500010101            3001000000000009910.00000000.89900030     004000      00801001711515324F5AAE501E1 0501012P-00000000000040000000000011501012   G1KR103503GE62XX0001220251119000000000001                                                                                   
00000000011TTRTDP4231101KTSG100501900120000000004          KR103503GE6200000000011000000.89900000009910.0000010000004020251118131500010101            3001000000000009910.00000000.89900030     004000      00801001711515324F5AAE501E1 0501012P-00000000000040000000000011501012   G1KR103503GE62XX0001220251119000000000001                                                                                   
00000000012TTRTDP4231101KTSG100501900120000000004          KR103503GE6200000000012000000.89900000009910.0000010000004020251118131500010101            3001000000000009910.00000000.89900030     004000      00801001711515324F5AAE501E1 0501012P-00000000000040000000000011501012   G1KR103503GE62XX0001220251119000000000001                                                                                   
00000000013TTRTDP4231101KTSG100501900120000000004          KR103503GE6200000000013000000.89900000009910.0000010000004020251118131500010101            3001000000000009910.00000000.89900030     004000      00801001711515324F5AAE501E1 0501012P-00000000000040000000000011501012   G1KR103503GE62XX0001220251119000000000001                                                                                   
00000000014TTRTDP4231101KTSG100501900120000000004          KR103503GE6200000000014000000.89900000009910.0000010000004020251118131500010101            3001000000000009910.00000000.89900030     004000      00801001711515324F5AAE501E1 0501012P-00000000000040000000000011501012   G1KR103503GE62XX0001220251119000000000001                                                                                   
00000000015TTRTDP4231101KTSG100501900120000000027          KR103503GE6200000000015000000.89700000009912.0000010000004020251118141759382201            3000600000000009920.00000000.89700030     004000      00801001711515324F5AAE501E1 0501012P-00000000000270000000000011501012   G1KR103503GE62XX0001220251119000000000002                                                                                   
00000000016TTRTDP4231101KTSG100501900120000000027          KR103503GE6200000000016000000.89600000009913.00000100000040202511181417593822              3000600000000009920.00000000.89600030     004000      00801001711515324F5AAE501E1 0501012P-00000000000270000000000011501012   G1KR103503GE62XX0001220251119000000000002                                                                                   
00000000017TTRTDP4231101KTSG100501900120000000027          KR103503GE6200000000017000000.88700000009920.00000400000040202511181417593822              3000600000000009920.00000000.88700030     004000      00801001711515324F5AAE501E1 0501012P-00000000000270000000000011501012   G1KR103503GE62XX0001220251119000000000002                                                                                   
00000000018TTRTDP4231101KTSG100501900120000000028          KR103503GE6200000000018000000.88700000009920.0000040000004020251118141807244101            3000500000000009913.00000000.88700030     004000      00801001711515324F5AAE501E1 0501012P-00000000000280000000000011501012   G1KR103503GE62XX0001220251119000000000001                                                                                   
00000000019TTRTDP4231101KTSG100501900120000000028          KR103503GE6200000000019000000.89600000009913.0000010000004020251118141807244101            3000500000000009913.00000000.89600030     004000      00801001711515324F5AAE501E1 0501012P-00000000000280000000000011501012   G1KR103503GE62XX0001220251119000000000001                                                                                   
00000000020TTRTDP4231101KTSG100501900120000000030          KR103503GE6200000000020000000.91900000009894.0000010000004020251118152425604101            3000100000000009894.00000000.91900030     004000      00801001711515324F5AAE501E1 0501012P-00000000000300000000000011501012   G1KR103503GE62XX0001220251119000000000001                                                                                   
00000000021TCHEDP9900001010000000002100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000020251118163500566                                                                                                                                                                                                                                                       
