00000000001TTRTDP4231101KTSG100501900120000000002          KR103503GE6200000000001000000.89500000009914.0000010000004020251120132258319101            3000600000000009907.00000000.89500030     004000      00801001711515324F5AAE501E1 0501012P-00000000000020000000000011501012   G1KR103503GE62XX0001220251121000000000001                                                                                   
00000000002TTRTDP4231101KTSG100501900120000000002          KR103503GE6200000000002000000.89500000009914.0000010000004020251120132258319101            3000600000000009907.00000000.89500030     004000      00801001711515324F5AAE501E1 0501012P-00000000000020000000000011501012   G1KR103503GE62XX0001220251121000000000001                                                                                   
00000000003TTRTDP4231101KTSG100501900120000000002          KR103503GE6200000000003000000.90400000009907.0000040000004020251120132258319101            3000600000000009907.00000000.90400030     004000      00801001711515324F5AAE501E1 0501012P-00000000000020000000000011501012   G1KR103503GE62XX0001220251121000000000001                                                                                   
00000000004TTRTDP4231101KTSG100501900120000000003          KR103503GE6200000000004000000.87700000009929.00000100000040202511201324391132              3000100000000009929.00000000.87700030     004000      00801001711515324F5AAE501E1 0501012P-00000000000030000000000011501012   G1KR103503GE62XX0001220251121000000000002                                                                                   
00000000005TTRTDP4231101KTSG100501900120000000004          KR103503GE6200000000005000000.87700000009929.00000100000040202511201338484141              1000100000000009929.00000000.87700030     16400000000000801001711515324F5AAE501E100501012P-00000000000040000000000011501012   G1KR103503GE62XX0001220251121000000000022                                                                                   
00000000006TTRTDP4231101KTSG100501900120000000007          KR103504GF9400000000002000003.28600000009278.0000010000004020251120134521280201            3000500000000009286.00000003.28600030     004000      00801001711515324F5AAE501E1 0501012P-00000000000070000000000011501012   G1KR103504GF94XX0001220251121000000000002                                                                                   
00000000007TTRTDP4231101KTSG100501900120000000007          KR103504GF9400000000003000003.28500000009279.0000010000004020251120134521280201            3000500000000009286.00000003.28500030     004000      00801001711515324F5AAE501E1 0501012P-00000000000070000000000011501012   G1KR103504GF94XX0001220251121000000000002                                                                                   
00000000008TTRTDP4231101KTSG100501900120000000007          KR103504GF9400000000004000003.28200000009283.0000010000004020251120134521280201            3000500000000009286.00000003.28200030     004000      00801001711515324F5AAE501E1 0501012P-00000000000070000000000011501012   G1KR103504GF94XX0001220251121000000000002                                                                                   
00000000009TTRTDP4231101KTSG100501900120000000007          KR103504GF9400000000005000003.28100000009284.00000100000040202511201345212802              3000500000000009286.00000003.28100030     004000      00801001711515324F5AAE501E1 0501012P-00000000000070000000000011501012   G1KR103504GF94XX0001220251121000000000002                                                                                   
00000000010TTRTDP4231101KTSG100501900120000000007          KR103504GF9400000000006000003.28000000009286.0000010000004020251120134521280201            3000500000000009286.00000003.28000030     004000      00801001711515324F5AAE501E1 0501012P-00000000000070000000000011501012   G1KR103504GF94XX0001220251121000000000002                                                                                   
00000000011TTRTDP4231101KTSG100501900120000000008          KR103504GF9400000000007000003.28900000009274.0000010000004020251120134635901101            3000600000000009266.00000003.28900030     004000      00801001711515324F5AAE501E1 0501012P-00000000000080000000000011501012   G1KR103504GF94XX0001220251121000000000001                                                                                   
00000000012TTRTDP4231101KTSG100501900120000000008          KR103504GF9400000000008000003.29000000009272.0000010000004020251120134635901101            3000600000000009266.00000003.29000030     004000      00801001711515324F5AAE501E1 0501012P-00000000000080000000000011501012   G1KR103504GF94XX0001220251121000000000001                                                                                   
00000000013TTRTDP4231101KTSG100501900120000000008          KR103504GF9400000000009000003.29200000009270.0000010000004020251120134635901101            3000600000000009266.00000003.29200030     004000      00801001711515324F5AAE501E1 0501012P-00000000000080000000000011501012   G1KR103504GF94XX0001220251121000000000001                                                                                   
00000000014TTRTDP4231101KTSG100501900120000000008          KR103504GF9400000000010000003.29300000009268.0000010000004020251120134635901101            3000600000000009266.00000003.29300030     004000      00801001711515324F5AAE501E1 0501012P-00000000000080000000000011501012   G1KR103504GF94XX0001220251121000000000001                                                                                   
00000000015TTRTDP4231101KTSG100501900120000000008          KR103504GF9400000000011000003.29300000009268.0000010000004020251120134635901101            3000600000000009266.00000003.29300030     004000      00801001711515324F5AAE501E1 0501012P-00000000000080000000000011501012   G1KR103504GF94XX0001220251121000000000001                                                                                   
00000000016TTRTDP4231101KTSG100501900120000000008          KR103504GF9400000000012000003.29500000009266.0000010000004020251120134635901101            3000600000000009266.00000003.29500030     004000      00801001711515324F5AAE501E1 0501012P-00000000000080000000000011501012   G1KR103504GF94XX0001220251121000000000001                                                                                   
00000000017TTRTDP4231101KTSG100501900120000000009          KR103504GF9400000000013000003.27800000009289.0000010000004020251120134709874201            3000200000000009289.00000003.27800030     004000      00801001711515324F5AAE501E1 0501012P-00000000000090000000000011501012   G1KR103504GF94XX0001220251121000000000002                                                                                   
00000000018TTRTDP4231101KTSG100501900120000000009          KR103504GF9400000000014000003.27800000009289.00000100000040202511201347098742              3000200000000009289.00000003.27800030     004000      00801001711515324F5AAE501E1 0501012P-00000000000090000000000011501012   G1KR103504GF94XX0001220251121000000000002                                                                                   
00000000019TTRTDP4231101KTSG100501900120000000012          KR103504GF9400000000015000003.28500000009279.0000010000004020251120150138820101            3000100000000009279.00000003.28500030     004000      00801001711515324F5AAE501E1 0501012P-00000000000120000000000011501012   G1KR103504GF94XX0001220251121000000000002                                                                                   
00000000020TTRTDP4231101KTSG100501900120000000010          KR103504GF9400000000016000003.28400000009280.00000100000040202511201501440731              1000100000000009280.00000003.28400030     16400000000000801001711515324F5AAE501E100501012P-00000000000100000000000011501012   G1KR103504GF94XX0001220251121000000000022                                                                                   
00000000021TCHEDP9900001010000000002100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000020251120163500525                                                                                                                                                                                                                                                       
